result_id,matrix,source_svg,row,column,paper_display,source_code_power_value,source_code_power_display,source_code_power_match,paper_equation_multiply_value,paper_equation_multiply_display,paper_equation_multiply_match,llm_regenerated,credit
COR-0159,it_3m_new,it_3m_16-20_new2.svg,IQS,EVC,0.49,0.4861228123162029,0.49,yes,0.4861228123162029,0.49,yes,no,author_data_deterministic_replay
COR-0160,it_3m_new,it_3m_16-20_new2.svg,IQS,VEC,-0.23,-0.23323371854583605,-0.23,yes,-0.23323371854583605,-0.23,yes,no,author_data_deterministic_replay
COR-0161,it_3m_new,it_3m_16-20_new2.svg,IQS,PLF,0.56,0.5618115055079559,0.56,yes,0.5618115055079559,0.56,yes,no,author_data_deterministic_replay
COR-0162,it_3m_new,it_3m_16-20_new2.svg,IQS,IQS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0163,it_3m_new,it_3m_16-20_new2.svg,IQS,Return,-0.06,-0.06231222877489707,-0.06,yes,-0.06231222877489707,-0.06,yes,no,author_data_deterministic_replay
COR-0164,it_3m_new,it_3m_16-20_new2.svg,Return,PVS,-0.04,-0.04359471617733551,-0.04,yes,-0.04359471617733551,-0.04,yes,no,author_data_deterministic_replay
COR-0165,it_3m_new,it_3m_16-20_new2.svg,Return,RAPS,-0.07,-0.07023637317394969,-0.07,yes,-0.04359471617733551,-0.04,no,no,author_data_deterministic_replay
COR-0166,it_3m_new,it_3m_16-20_new2.svg,Return,EVC,-0.12,-0.1220890492616319,-0.12,yes,-0.1220890492616319,-0.12,yes,no,author_data_deterministic_replay
COR-0167,it_3m_new,it_3m_16-20_new2.svg,Return,VEC,0.03,0.030830246864518594,0.03,yes,0.030830246864518594,0.03,yes,no,author_data_deterministic_replay
COR-0168,it_3m_new,it_3m_16-20_new2.svg,Return,PLF,-0.04,-0.04206075442305553,-0.04,yes,-0.04206075442305553,-0.04,yes,no,author_data_deterministic_replay
COR-0169,it_3m_new,it_3m_16-20_new2.svg,Return,IQS,-0.06,-0.06231222877489707,-0.06,yes,-0.06231222877489707,-0.06,yes,no,author_data_deterministic_replay
COR-0170,it_3m_new,it_3m_16-20_new2.svg,Return,Return,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0171,it_1m_existing,it_1m_16-20_old.svg,P/E,P/E,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0172,it_1m_existing,it_1m_16-20_old.svg,P/E,P/B,0.18,0.17886193428172142,0.18,yes,0.17886193428172142,0.18,yes,no,author_data_deterministic_replay
COR-0173,it_1m_existing,it_1m_16-20_old.svg,P/E,ROA,-0.41,-0.4057660904330196,-0.41,yes,-0.4057660904330196,-0.41,yes,no,author_data_deterministic_replay
COR-0174,it_1m_existing,it_1m_16-20_old.svg,P/E,ROE,-0.47,-0.47148948804447405,-0.47,yes,-0.47148948804447405,-0.47,yes,no,author_data_deterministic_replay
COR-0175,it_1m_existing,it_1m_16-20_old.svg,P/E,FCF,-0.32,-0.32123276802031236,-0.32,yes,-0.32123276802031236,-0.32,yes,no,author_data_deterministic_replay
COR-0176,it_1m_existing,it_1m_16-20_old.svg,P/E,P/CF,0.42,0.41941090049091617,0.42,yes,0.41941090049091617,0.42,yes,no,author_data_deterministic_replay
COR-0177,it_1m_existing,it_1m_16-20_old.svg,P/E,EBITDA,0.59,0.5904586150940111,0.59,yes,0.5904586150940111,0.59,yes,no,author_data_deterministic_replay
COR-0178,it_1m_existing,it_1m_16-20_old.svg,P/E,GM,0.06,0.057694178111994454,0.06,yes,0.057694178111994454,0.06,yes,no,author_data_deterministic_replay
COR-0179,it_1m_existing,it_1m_16-20_old.svg,P/E,NM,-0.40,-0.4001581784396133,-0.40,yes,-0.4001581784396133,-0.40,yes,no,author_data_deterministic_replay
COR-0180,it_1m_existing,it_1m_16-20_old.svg,P/E,SPS,-0.31,-0.31059027688905516,-0.31,yes,-0.31059027688905516,-0.31,yes,no,author_data_deterministic_replay
COR-0181,it_1m_existing,it_1m_16-20_old.svg,P/E,Return,0.06,0.061072746725092025,0.06,yes,0.061072746725092025,0.06,yes,no,author_data_deterministic_replay
COR-0182,it_1m_existing,it_1m_16-20_old.svg,P/B,P/E,0.18,0.17886193428172142,0.18,yes,0.17886193428172142,0.18,yes,no,author_data_deterministic_replay
COR-0183,it_1m_existing,it_1m_16-20_old.svg,P/B,P/B,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0184,it_1m_existing,it_1m_16-20_old.svg,P/B,ROA,0.17,0.16780736016053313,0.17,yes,0.16780736016053313,0.17,yes,no,author_data_deterministic_replay
COR-0185,it_1m_existing,it_1m_16-20_old.svg,P/B,ROE,0.23,0.23302653200169948,0.23,yes,0.23302653200169948,0.23,yes,no,author_data_deterministic_replay
COR-0186,it_1m_existing,it_1m_16-20_old.svg,P/B,FCF,-0.05,-0.050266446206532915,-0.05,yes,-0.050266446206532915,-0.05,yes,no,author_data_deterministic_replay
COR-0187,it_1m_existing,it_1m_16-20_old.svg,P/B,P/CF,0.41,0.4079288862497377,0.41,yes,0.4079288862497377,0.41,yes,no,author_data_deterministic_replay
COR-0188,it_1m_existing,it_1m_16-20_old.svg,P/B,EBITDA,0.41,0.4061909710313337,0.41,yes,0.4061909710313337,0.41,yes,no,author_data_deterministic_replay
COR-0189,it_1m_existing,it_1m_16-20_old.svg,P/B,GM,0.19,0.18791496245181707,0.19,yes,0.18791496245181707,0.19,yes,no,author_data_deterministic_replay
COR-0190,it_1m_existing,it_1m_16-20_old.svg,P/B,NM,0.02,0.020174149854875117,0.02,yes,0.020174149854875117,0.02,yes,no,author_data_deterministic_replay
COR-0191,it_1m_existing,it_1m_16-20_old.svg,P/B,SPS,-0.12,-0.11795043742225447,-0.12,yes,-0.11795043742225447,-0.12,yes,no,author_data_deterministic_replay
COR-0192,it_1m_existing,it_1m_16-20_old.svg,P/B,Return,0.09,0.09282105360150296,0.09,yes,0.09282105360150296,0.09,yes,no,author_data_deterministic_replay
COR-0193,it_1m_existing,it_1m_16-20_old.svg,ROA,P/E,-0.41,-0.4057660904330196,-0.41,yes,-0.4057660904330196,-0.41,yes,no,author_data_deterministic_replay
COR-0194,it_1m_existing,it_1m_16-20_old.svg,ROA,P/B,0.17,0.16780736016053313,0.17,yes,0.16780736016053313,0.17,yes,no,author_data_deterministic_replay
COR-0195,it_1m_existing,it_1m_16-20_old.svg,ROA,ROA,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0196,it_1m_existing,it_1m_16-20_old.svg,ROA,ROE,0.75,0.7521871112726455,0.75,yes,0.7521871112726455,0.75,yes,no,author_data_deterministic_replay
COR-0197,it_1m_existing,it_1m_16-20_old.svg,ROA,FCF,0.33,0.3304854388811819,0.33,yes,0.3304854388811819,0.33,yes,no,author_data_deterministic_replay
COR-0198,it_1m_existing,it_1m_16-20_old.svg,ROA,P/CF,0.12,0.12160543437642374,0.12,yes,0.12160543437642374,0.12,yes,no,author_data_deterministic_replay
COR-0199,it_1m_existing,it_1m_16-20_old.svg,ROA,EBITDA,0.02,0.01526498727917727,0.02,yes,0.01526498727917727,0.02,yes,no,author_data_deterministic_replay
COR-0200,it_1m_existing,it_1m_16-20_old.svg,ROA,GM,0.23,0.22636409707753802,0.23,yes,0.22636409707753802,0.23,yes,no,author_data_deterministic_replay
COR-0201,it_1m_existing,it_1m_16-20_old.svg,ROA,NM,0.86,0.8563929172916165,0.86,yes,0.8563929172916165,0.86,yes,no,author_data_deterministic_replay
COR-0202,it_1m_existing,it_1m_16-20_old.svg,ROA,SPS,0.04,0.035994553337872215,0.04,yes,0.035994553337872215,0.04,yes,no,author_data_deterministic_replay
COR-0203,it_1m_existing,it_1m_16-20_old.svg,ROA,Return,0.02,0.01693891445566653,0.02,yes,0.01693891445566653,0.02,yes,no,author_data_deterministic_replay
COR-0204,it_1m_existing,it_1m_16-20_old.svg,ROE,P/E,-0.47,-0.47148948804447405,-0.47,yes,-0.47148948804447405,-0.47,yes,no,author_data_deterministic_replay
COR-0205,it_1m_existing,it_1m_16-20_old.svg,ROE,P/B,0.23,0.23302653200169948,0.23,yes,0.23302653200169948,0.23,yes,no,author_data_deterministic_replay
COR-0206,it_1m_existing,it_1m_16-20_old.svg,ROE,ROA,0.75,0.7521871112726455,0.75,yes,0.7521871112726455,0.75,yes,no,author_data_deterministic_replay
COR-0207,it_1m_existing,it_1m_16-20_old.svg,ROE,ROE,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0208,it_1m_existing,it_1m_16-20_old.svg,ROE,FCF,0.41,0.4103578723208207,0.41,yes,0.4103578723208207,0.41,yes,no,author_data_deterministic_replay
COR-0209,it_1m_existing,it_1m_16-20_old.svg,ROE,P/CF,-0.03,-0.02943961832412761,-0.03,yes,-0.02943961832412761,-0.03,yes,no,author_data_deterministic_replay
COR-0210,it_1m_existing,it_1m_16-20_old.svg,ROE,EBITDA,-0.09,-0.08521671470035681,-0.09,yes,-0.08521671470035681,-0.09,yes,no,author_data_deterministic_replay
COR-0211,it_1m_existing,it_1m_16-20_old.svg,ROE,GM,0.08,0.07767892336280197,0.08,yes,0.07767892336280197,0.08,yes,no,author_data_deterministic_replay
COR-0212,it_1m_existing,it_1m_16-20_old.svg,ROE,NM,0.60,0.6018049746863307,0.60,yes,0.6018049746863307,0.60,yes,no,author_data_deterministic_replay
COR-0213,it_1m_existing,it_1m_16-20_old.svg,ROE,SPS,0.23,0.23163159268795844,0.23,yes,0.23163159268795844,0.23,yes,no,author_data_deterministic_replay
COR-0214,it_1m_existing,it_1m_16-20_old.svg,ROE,Return,0.01,0.010266241444798797,0.01,yes,0.010266241444798797,0.01,yes,no,author_data_deterministic_replay
COR-0215,it_1m_existing,it_1m_16-20_old.svg,FCF,P/E,-0.32,-0.32123276802031236,-0.32,yes,-0.32123276802031236,-0.32,yes,no,author_data_deterministic_replay
COR-0216,it_1m_existing,it_1m_16-20_old.svg,FCF,P/B,-0.05,-0.050266446206532915,-0.05,yes,-0.050266446206532915,-0.05,yes,no,author_data_deterministic_replay
COR-0217,it_1m_existing,it_1m_16-20_old.svg,FCF,ROA,0.33,0.3304854388811819,0.33,yes,0.3304854388811819,0.33,yes,no,author_data_deterministic_replay
COR-0218,it_1m_existing,it_1m_16-20_old.svg,FCF,ROE,0.41,0.4103578723208207,0.41,yes,0.4103578723208207,0.41,yes,no,author_data_deterministic_replay
COR-0219,it_1m_existing,it_1m_16-20_old.svg,FCF,FCF,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0220,it_1m_existing,it_1m_16-20_old.svg,FCF,P/CF,-0.13,-0.1264915612570323,-0.13,yes,-0.1264915612570323,-0.13,yes,no,author_data_deterministic_replay
COR-0221,it_1m_existing,it_1m_16-20_old.svg,FCF,EBITDA,-0.14,-0.13961422889290456,-0.14,yes,-0.13961422889290456,-0.14,yes,no,author_data_deterministic_replay
COR-0222,it_1m_existing,it_1m_16-20_old.svg,FCF,GM,0.07,0.06938863265232993,0.07,yes,0.06938863265232993,0.07,yes,no,author_data_deterministic_replay
COR-0223,it_1m_existing,it_1m_16-20_old.svg,FCF,NM,0.35,0.3489472687344189,0.35,yes,0.3489472687344189,0.35,yes,no,author_data_deterministic_replay
COR-0224,it_1m_existing,it_1m_16-20_old.svg,FCF,SPS,0.74,0.7382453967002648,0.74,yes,0.7382453967002648,0.74,yes,no,author_data_deterministic_replay
COR-0225,it_1m_existing,it_1m_16-20_old.svg,FCF,Return,-0.03,-0.025183133775959946,-0.03,yes,-0.025183133775959946,-0.03,yes,no,author_data_deterministic_replay
COR-0226,it_1m_existing,it_1m_16-20_old.svg,P/CF,P/E,0.42,0.41941090049091617,0.42,yes,0.41941090049091617,0.42,yes,no,author_data_deterministic_replay
COR-0227,it_1m_existing,it_1m_16-20_old.svg,P/CF,P/B,0.41,0.4079288862497377,0.41,yes,0.4079288862497377,0.41,yes,no,author_data_deterministic_replay
COR-0228,it_1m_existing,it_1m_16-20_old.svg,P/CF,ROA,0.12,0.12160543437642374,0.12,yes,0.12160543437642374,0.12,yes,no,author_data_deterministic_replay
COR-0229,it_1m_existing,it_1m_16-20_old.svg,P/CF,ROE,-0.03,-0.02943961832412761,-0.03,yes,-0.02943961832412761,-0.03,yes,no,author_data_deterministic_replay
COR-0230,it_1m_existing,it_1m_16-20_old.svg,P/CF,FCF,-0.13,-0.1264915612570323,-0.13,yes,-0.1264915612570323,-0.13,yes,no,author_data_deterministic_replay
COR-0231,it_1m_existing,it_1m_16-20_old.svg,P/CF,P/CF,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0232,it_1m_existing,it_1m_16-20_old.svg,P/CF,EBITDA,0.78,0.7801678022411169,0.78,yes,0.7801678022411169,0.78,yes,no,author_data_deterministic_replay
COR-0233,it_1m_existing,it_1m_16-20_old.svg,P/CF,GM,0.30,0.29665368136002734,0.30,yes,0.29665368136002734,0.30,yes,no,author_data_deterministic_replay
COR-0234,it_1m_existing,it_1m_16-20_old.svg,P/CF,NM,0.10,0.1020481292456066,0.10,yes,0.1020481292456066,0.10,yes,no,author_data_deterministic_replay
COR-0235,it_1m_existing,it_1m_16-20_old.svg,P/CF,SPS,-0.21,-0.21069470537345986,-0.21,yes,-0.21069470537345986,-0.21,yes,no,author_data_deterministic_replay
COR-0236,it_1m_existing,it_1m_16-20_old.svg,P/CF,Return,0.09,0.08522183374370997,0.09,yes,0.08522183374370997,0.09,yes,no,author_data_deterministic_replay
COR-0237,it_1m_existing,it_1m_16-20_old.svg,EBITDA,P/E,0.59,0.5904586150940111,0.59,yes,0.5904586150940111,0.59,yes,no,author_data_deterministic_replay
COR-0238,it_1m_existing,it_1m_16-20_old.svg,EBITDA,P/B,0.41,0.4061909710313337,0.41,yes,0.4061909710313337,0.41,yes,no,author_data_deterministic_replay
COR-0239,it_1m_existing,it_1m_16-20_old.svg,EBITDA,ROA,0.02,0.01526498727917727,0.02,yes,0.01526498727917727,0.02,yes,no,author_data_deterministic_replay
COR-0240,it_1m_existing,it_1m_16-20_old.svg,EBITDA,ROE,-0.09,-0.08521671470035681,-0.09,yes,-0.08521671470035681,-0.09,yes,no,author_data_deterministic_replay
COR-0241,it_1m_existing,it_1m_16-20_old.svg,EBITDA,FCF,-0.14,-0.13961422889290456,-0.14,yes,-0.13961422889290456,-0.14,yes,no,author_data_deterministic_replay
COR-0242,it_1m_existing,it_1m_16-20_old.svg,EBITDA,P/CF,0.78,0.7801678022411169,0.78,yes,0.7801678022411169,0.78,yes,no,author_data_deterministic_replay
COR-0243,it_1m_existing,it_1m_16-20_old.svg,EBITDA,EBITDA,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0244,it_1m_existing,it_1m_16-20_old.svg,EBITDA,GM,0.36,0.3554842870964274,0.36,yes,0.3554842870964274,0.36,yes,no,author_data_deterministic_replay
COR-0245,it_1m_existing,it_1m_16-20_old.svg,EBITDA,NM,0.04,0.03680080266599777,0.04,yes,0.03680080266599777,0.04,yes,no,author_data_deterministic_replay
COR-0246,it_1m_existing,it_1m_16-20_old.svg,EBITDA,SPS,-0.30,-0.29763141864048437,-0.30,yes,-0.29763141864048437,-0.30,yes,no,author_data_deterministic_replay
COR-0247,it_1m_existing,it_1m_16-20_old.svg,EBITDA,Return,0.09,0.09324849372149331,0.09,yes,0.09324849372149331,0.09,yes,no,author_data_deterministic_replay
COR-0248,it_1m_existing,it_1m_16-20_old.svg,GM,P/E,0.06,0.057694178111994454,0.06,yes,0.057694178111994454,0.06,yes,no,author_data_deterministic_replay
COR-0249,it_1m_existing,it_1m_16-20_old.svg,GM,P/B,0.19,0.18791496245181707,0.19,yes,0.18791496245181707,0.19,yes,no,author_data_deterministic_replay
COR-0250,it_1m_existing,it_1m_16-20_old.svg,GM,ROA,0.23,0.22636409707753802,0.23,yes,0.22636409707753802,0.23,yes,no,author_data_deterministic_replay
COR-0251,it_1m_existing,it_1m_16-20_old.svg,GM,ROE,0.08,0.07767892336280197,0.08,yes,0.07767892336280197,0.08,yes,no,author_data_deterministic_replay
COR-0252,it_1m_existing,it_1m_16-20_old.svg,GM,FCF,0.07,0.06938863265232993,0.07,yes,0.06938863265232993,0.07,yes,no,author_data_deterministic_replay
COR-0253,it_1m_existing,it_1m_16-20_old.svg,GM,P/CF,0.30,0.29665368136002734,0.30,yes,0.29665368136002734,0.30,yes,no,author_data_deterministic_replay
COR-0254,it_1m_existing,it_1m_16-20_old.svg,GM,EBITDA,0.36,0.3554842870964274,0.36,yes,0.3554842870964274,0.36,yes,no,author_data_deterministic_replay
COR-0255,it_1m_existing,it_1m_16-20_old.svg,GM,GM,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0256,it_1m_existing,it_1m_16-20_old.svg,GM,NM,0.42,0.41566887979974276,0.42,yes,0.41566887979974276,0.42,yes,no,author_data_deterministic_replay
COR-0257,it_1m_existing,it_1m_16-20_old.svg,GM,SPS,-0.37,-0.3707211196371623,-0.37,yes,-0.3707211196371623,-0.37,yes,no,author_data_deterministic_replay
COR-0258,it_1m_existing,it_1m_16-20_old.svg,GM,Return,0.01,0.008246778841970007,0.01,yes,0.008246778841970007,0.01,yes,no,author_data_deterministic_replay
COR-0259,it_1m_existing,it_1m_16-20_old.svg,NM,P/E,-0.40,-0.4001581784396133,-0.40,yes,-0.4001581784396133,-0.40,yes,no,author_data_deterministic_replay
COR-0260,it_1m_existing,it_1m_16-20_old.svg,NM,P/B,0.02,0.020174149854875117,0.02,yes,0.020174149854875117,0.02,yes,no,author_data_deterministic_replay
COR-0261,it_1m_existing,it_1m_16-20_old.svg,NM,ROA,0.86,0.8563929172916165,0.86,yes,0.8563929172916165,0.86,yes,no,author_data_deterministic_replay
COR-0262,it_1m_existing,it_1m_16-20_old.svg,NM,ROE,0.60,0.6018049746863307,0.60,yes,0.6018049746863307,0.60,yes,no,author_data_deterministic_replay
COR-0263,it_1m_existing,it_1m_16-20_old.svg,NM,FCF,0.35,0.3489472687344189,0.35,yes,0.3489472687344189,0.35,yes,no,author_data_deterministic_replay
COR-0264,it_1m_existing,it_1m_16-20_old.svg,NM,P/CF,0.10,0.1020481292456066,0.10,yes,0.1020481292456066,0.10,yes,no,author_data_deterministic_replay
COR-0265,it_1m_existing,it_1m_16-20_old.svg,NM,EBITDA,0.04,0.03680080266599777,0.04,yes,0.03680080266599777,0.04,yes,no,author_data_deterministic_replay
COR-0266,it_1m_existing,it_1m_16-20_old.svg,NM,GM,0.42,0.41566887979974276,0.42,yes,0.41566887979974276,0.42,yes,no,author_data_deterministic_replay
COR-0267,it_1m_existing,it_1m_16-20_old.svg,NM,NM,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0268,it_1m_existing,it_1m_16-20_old.svg,NM,SPS,-0.05,-0.048656507071958406,-0.05,yes,-0.048656507071958406,-0.05,yes,no,author_data_deterministic_replay
COR-0269,it_1m_existing,it_1m_16-20_old.svg,NM,Return,0.00,0.0034425566550123124,0.00,yes,0.0034425566550123124,0.00,yes,no,author_data_deterministic_replay
COR-0270,it_1m_existing,it_1m_16-20_old.svg,SPS,P/E,-0.31,-0.31059027688905516,-0.31,yes,-0.31059027688905516,-0.31,yes,no,author_data_deterministic_replay
COR-0271,it_1m_existing,it_1m_16-20_old.svg,SPS,P/B,-0.12,-0.11795043742225447,-0.12,yes,-0.11795043742225447,-0.12,yes,no,author_data_deterministic_replay
COR-0272,it_1m_existing,it_1m_16-20_old.svg,SPS,ROA,0.04,0.035994553337872215,0.04,yes,0.035994553337872215,0.04,yes,no,author_data_deterministic_replay
COR-0273,it_1m_existing,it_1m_16-20_old.svg,SPS,ROE,0.23,0.23163159268795844,0.23,yes,0.23163159268795844,0.23,yes,no,author_data_deterministic_replay
COR-0274,it_1m_existing,it_1m_16-20_old.svg,SPS,FCF,0.74,0.7382453967002648,0.74,yes,0.7382453967002648,0.74,yes,no,author_data_deterministic_replay
COR-0275,it_1m_existing,it_1m_16-20_old.svg,SPS,P/CF,-0.21,-0.21069470537345986,-0.21,yes,-0.21069470537345986,-0.21,yes,no,author_data_deterministic_replay
COR-0276,it_1m_existing,it_1m_16-20_old.svg,SPS,EBITDA,-0.30,-0.29763141864048437,-0.30,yes,-0.29763141864048437,-0.30,yes,no,author_data_deterministic_replay
COR-0277,it_1m_existing,it_1m_16-20_old.svg,SPS,GM,-0.37,-0.3707211196371623,-0.37,yes,-0.3707211196371623,-0.37,yes,no,author_data_deterministic_replay
COR-0278,it_1m_existing,it_1m_16-20_old.svg,SPS,NM,-0.05,-0.048656507071958406,-0.05,yes,-0.048656507071958406,-0.05,yes,no,author_data_deterministic_replay
COR-0279,it_1m_existing,it_1m_16-20_old.svg,SPS,SPS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0280,it_1m_existing,it_1m_16-20_old.svg,SPS,Return,-0.06,-0.062099114917404226,-0.06,yes,-0.062099114917404226,-0.06,yes,no,author_data_deterministic_replay
COR-0281,it_1m_existing,it_1m_16-20_old.svg,Return,P/E,0.06,0.061072746725092025,0.06,yes,0.061072746725092025,0.06,yes,no,author_data_deterministic_replay
COR-0282,it_1m_existing,it_1m_16-20_old.svg,Return,P/B,0.09,0.09282105360150296,0.09,yes,0.09282105360150296,0.09,yes,no,author_data_deterministic_replay
COR-0283,it_1m_existing,it_1m_16-20_old.svg,Return,ROA,0.02,0.01693891445566653,0.02,yes,0.01693891445566653,0.02,yes,no,author_data_deterministic_replay
COR-0284,it_1m_existing,it_1m_16-20_old.svg,Return,ROE,0.01,0.010266241444798797,0.01,yes,0.010266241444798797,0.01,yes,no,author_data_deterministic_replay
COR-0285,it_1m_existing,it_1m_16-20_old.svg,Return,FCF,-0.03,-0.025183133775959946,-0.03,yes,-0.025183133775959946,-0.03,yes,no,author_data_deterministic_replay
COR-0286,it_1m_existing,it_1m_16-20_old.svg,Return,P/CF,0.09,0.08522183374370997,0.09,yes,0.08522183374370997,0.09,yes,no,author_data_deterministic_replay
COR-0287,it_1m_existing,it_1m_16-20_old.svg,Return,EBITDA,0.09,0.09324849372149331,0.09,yes,0.09324849372149331,0.09,yes,no,author_data_deterministic_replay
COR-0288,it_1m_existing,it_1m_16-20_old.svg,Return,GM,0.01,0.008246778841970007,0.01,yes,0.008246778841970007,0.01,yes,no,author_data_deterministic_replay
COR-0289,it_1m_existing,it_1m_16-20_old.svg,Return,NM,0.00,0.0034425566550123124,0.00,yes,0.0034425566550123124,0.00,yes,no,author_data_deterministic_replay
COR-0290,it_1m_existing,it_1m_16-20_old.svg,Return,SPS,-0.06,-0.062099114917404226,-0.06,yes,-0.062099114917404226,-0.06,yes,no,author_data_deterministic_replay
COR-0291,it_1m_existing,it_1m_16-20_old.svg,Return,Return,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0292,it_1m_new,it_1m_16-20_new.svg,PVS,PVS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0293,it_1m_new,it_1m_16-20_new.svg,PVS,RAPS,0.96,0.9580827135025004,0.96,yes,1.0,1.00,no,no,author_data_deterministic_replay
COR-0294,it_1m_new,it_1m_16-20_new.svg,PVS,EVC,0.26,0.2608075802793974,0.26,yes,0.2608075802793974,0.26,yes,no,author_data_deterministic_replay
COR-0295,it_1m_new,it_1m_16-20_new.svg,PVS,VEC,0.15,0.15261915853165364,0.15,yes,0.15261915853165364,0.15,yes,no,author_data_deterministic_replay
COR-0296,it_1m_new,it_1m_16-20_new.svg,PVS,PLF,0.96,0.9595902717700114,0.96,yes,0.9595902717700114,0.96,yes,no,author_data_deterministic_replay
COR-0297,it_1m_new,it_1m_16-20_new.svg,PVS,IQS,0.64,0.6378507184577343,0.64,yes,0.6378507184577343,0.64,yes,no,author_data_deterministic_replay
COR-0298,it_1m_new,it_1m_16-20_new.svg,PVS,Return,-0.03,-0.03108027171882119,-0.03,yes,-0.03108027171882119,-0.03,yes,no,author_data_deterministic_replay
COR-0299,it_1m_new,it_1m_16-20_new.svg,RAPS,PVS,0.96,0.9580827135025004,0.96,yes,1.0,1.00,no,no,author_data_deterministic_replay
COR-0300,it_1m_new,it_1m_16-20_new.svg,RAPS,RAPS,1.00,1.0,1.00,yes,1.0,1.00,yes,no,author_data_deterministic_replay
COR-0301,it_1m_new,it_1m_16-20_new.svg,RAPS,EVC,0.35,0.352827503596128,0.35,yes,0.2608075802793974,0.26,no,no,author_data_deterministic_replay
